"Id","yyyymmdd","decy","time","latN","lonW","QF","Depth","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","Chl","Phae","p18","p19","p20","p21"
1000300606,19881219,1988.96647,1730,31.675,63.972,2,131.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA
1000300605,19881219,1988.96647,1730,31.675,63.972,2,157.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA
1000300604,19881219,1988.96647,1730,31.675,63.972,2,181.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA
1000300603,19881219,1988.96647,1730,31.675,63.972,2,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA
1000300602,19881219,1988.96647,1730,31.675,63.972,2,230.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA
1000300601,19881219,1988.96647,1730,31.675,63.972,2,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA
1000400512,19890128,1989.07557,1400,31.655,64.253,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA
1000400511,19890128,1989.07557,1400,31.655,64.253,2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA
1000400510,19890128,1989.07557,1400,31.655,64.253,2,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,NA,NA,NA,NA,NA
1000400509,19890128,1989.07557,1400,31.655,64.253,2,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,NA
1000400508,19890128,1989.07557,1400,31.655,64.253,2,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,NA,NA,NA,NA,NA
1000400507,19890128,1989.07557,1400,31.655,64.253,2,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,NA,NA,NA,NA,NA
1000500510,19890220,1989.13841,1230,31.703,64.835,2,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203,NA,NA,NA,NA,NA
1000500509,19890220,1989.13841,1230,31.703,64.835,2,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231,NA,NA,NA,NA,NA
1000500508,19890220,1989.13841,1230,31.703,64.835,2,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324,NA,NA,NA,NA,NA
1000500507,19890220,1989.13841,1230,31.703,64.835,2,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA
1000508502,19890220,1989.13841,1230,31.703,64.835,2,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA
1000500506,19890220,1989.13841,1230,31.703,64.835,2,53.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA
1000500505,19890220,1989.13841,1230,31.703,64.835,2,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171,NA,NA,NA,NA,NA
1000500504,19890220,1989.13841,1230,31.703,64.835,2,105.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA
1000508501,19890220,1989.13841,1230,31.703,64.835,2,156.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA
1000500503,19890220,1989.13841,1230,31.703,64.835,2,179.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA
1000500502,19890220,1989.13841,1230,31.703,64.835,2,206.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
1000500501,19890220,1989.13841,1230,31.703,64.835,2,308.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA
1000600610,19890325,1989.22879,1210,31.417,63.917,2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,NA,NA,NA,NA,NA
1000600609,19890325,1989.22879,1210,31.417,63.917,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA
1000600608,19890325,1989.22879,1210,31.417,63.917,2,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA
1000600607,19890325,1989.22879,1210,31.417,63.917,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,NA,NA,NA,NA,NA
1000608602,19890325,1989.22879,1210,31.417,63.917,2,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,NA,NA,NA,NA,NA
1000600606,19890325,1989.22879,1210,31.417,63.917,2,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183,NA,NA,NA,NA,NA
1000600605,19890325,1989.22879,1210,31.417,63.917,2,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA
1000600604,19890325,1989.22879,1210,31.417,63.917,2,91.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.496,NA,NA,NA,NA,NA
1000608601,19890325,1989.22879,1210,31.417,63.917,2,102.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA
1000600603,19890325,1989.22879,1210,31.417,63.917,2,150.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA
1000600602,19890325,1989.22879,1210,31.417,63.917,2,201.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
1000600601,19890325,1989.22879,1210,31.417,63.917,2,254.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA
1000701011,19890418,1989.29424,930,31.509,64.254,2,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,NA,NA,NA,NA,NA
1000701010,19890418,1989.29424,930,31.509,64.254,2,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA,NA
1000701009,19890418,1989.29424,930,31.509,64.254,2,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,NA
1000701008,19890418,1989.29424,930,31.509,64.254,2,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA,NA
1000701007,19890418,1989.29424,930,31.509,64.254,2,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,NA
1000701006,19890418,1989.29424,930,31.509,64.254,2,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436,NA,NA,NA,NA,NA
1000701005,19890418,1989.29424,930,31.509,64.254,2,88.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
1000701004,19890418,1989.29424,930,31.509,64.254,2,105.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356,NA,NA,NA,NA,NA
1000708001,19890418,1989.29424,930,31.509,64.254,2,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217,NA,NA,NA,NA,NA
1000701003,19890418,1989.29424,930,31.509,64.254,2,149.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA
1000701002,19890418,1989.29424,930,31.509,64.254,2,199.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA
1000701001,19890418,1989.29424,930,31.509,64.254,2,249.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA
1000800612,19890517,1989.37496,2040,32.079,63.668,2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA
1000800611,19890517,1989.37496,2040,32.079,63.668,2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA
1000800610,19890517,1989.37496,2040,32.079,63.668,2,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA
1000800609,19890517,1989.37496,2040,32.079,63.668,2,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,NA,NA,NA,NA,NA
1000800608,19890517,1989.37496,2040,32.079,63.668,2,66.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA
1000800607,19890517,1989.37496,2040,32.079,63.668,2,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468,NA,NA,NA,NA,NA
1000800606,19890517,1989.37496,2040,32.079,63.668,2,97.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA
1000800605,19890517,1989.37496,2040,32.079,63.668,2,107.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,NA,NA,NA,NA,NA
1000800604,19890517,1989.37496,2040,32.079,63.668,2,141.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA
1000800603,19890517,1989.37496,2040,32.079,63.668,2,174.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA
1000800602,19890517,1989.37496,2040,32.079,63.668,2,222.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA
1000800601,19890517,1989.37496,2040,32.079,63.668,2,248.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA
1000900612,19890622,1989.47338,1849,31.803,64.058,2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA
1000900611,19890622,1989.47338,1849,31.803,64.058,2,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,NA,NA
1000900610,19890622,1989.47338,1849,31.803,64.058,2,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,NA,NA,NA,NA,NA
1000900609,19890622,1989.47338,1849,31.803,64.058,2,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA
1000900608,19890622,1989.47338,1849,31.803,64.058,2,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,NA,NA,NA,NA,NA
1000900607,19890622,1989.47338,1849,31.803,64.058,2,66.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,NA
1000900606,19890622,1989.47338,1849,31.803,64.058,2,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146,NA,NA,NA,NA,NA
1000900605,19890622,1989.47338,1849,31.803,64.058,2,98.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA
1000900604,19890622,1989.47338,1849,31.803,64.058,2,111.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA
1000900603,19890622,1989.47338,1849,31.803,64.058,2,148.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,NA,NA,NA,NA,NA
1000900602,19890622,1989.47338,1849,31.803,64.058,2,199.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA
1000900601,19890622,1989.47338,1849,31.803,64.058,2,250.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA
1001000712,19890720,1989.54909,1000,31.962,64.25,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA
1001000711,19890720,1989.54909,1000,31.962,64.25,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA
1001000710,19890720,1989.54909,1000,31.962,64.25,2,75.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,NA,NA,NA,NA,NA
1001000709,19890720,1989.54909,1000,31.962,64.25,2,91.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169,NA,NA,NA,NA,NA
1001000708,19890720,1989.54909,1000,31.962,64.25,2,99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245,NA,NA,NA,NA,NA
1001000707,19890720,1989.54909,1000,31.962,64.25,2,107.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224,NA,NA,NA,NA,NA
1001000706,19890720,1989.54909,1000,31.962,64.25,2,116.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206,NA,NA,NA,NA,NA
1001000705,19890720,1989.54909,1000,31.962,64.25,2,123.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184,NA,NA,NA,NA,NA
1001000704,19890720,1989.54909,1000,31.962,64.25,2,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174,NA,NA,NA,NA,NA
1001000703,19890720,1989.54909,1000,31.962,64.25,2,135.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,NA
1001000702,19890720,1989.54909,1000,31.962,64.25,2,150.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,NA,NA,NA,NA,NA
1001000701,19890720,1989.54909,1000,31.962,64.25,2,190.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,NA,NA,NA,NA,NA
1001108312,19890817,1989.62546,700,31.433,64.067,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA
1001108311,19890817,1989.62546,700,31.433,64.067,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA
1001108310,19890817,1989.62546,700,31.433,64.067,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,NA,NA,NA,NA,NA
1001108309,19890817,1989.62546,700,31.433,64.067,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,NA,NA,NA,NA,NA
1001108308,19890817,1989.62546,700,31.433,64.067,2,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA
1001108306,19890817,1989.62546,700,31.433,64.067,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242,NA,NA,NA,NA,NA
1001108305,19890817,1989.62546,700,31.433,64.067,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235,NA,NA,NA,NA,NA
1001108304,19890817,1989.62546,700,31.433,64.067,2,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134,NA,NA,NA,NA,NA
1001108303,19890817,1989.62546,700,31.433,64.067,2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA,NA
1001108302,19890817,1989.62546,700,31.433,64.067,2,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
1001108301,19890817,1989.62546,700,31.433,64.067,2,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA
1001300412,19891020,1989.80188,1630,31.915,64.193,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA
1001300411,19891020,1989.80188,1630,31.915,64.193,2,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA
1001300410,19891020,1989.80188,1630,31.915,64.193,2,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA
1001300409,19891020,1989.80188,1630,31.915,64.193,2,51.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,NA,NA,NA,NA
1001300408,19891020,1989.80188,1630,31.915,64.193,2,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185,NA,NA,NA,NA,NA
1001300407,19891020,1989.80188,1630,31.915,64.193,2,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233,NA,NA,NA,NA,NA
1001300406,19891020,1989.80188,1630,31.915,64.193,2,90.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277,NA,NA,NA,NA,NA
1001300405,19891020,1989.80188,1630,31.915,64.193,2,101.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248,NA,NA,NA,NA,NA
1001300404,19891020,1989.80188,1630,31.915,64.193,2,116.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185,NA,NA,NA,NA,NA
1001300403,19891020,1989.80188,1630,31.915,64.193,2,151.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA
1001300402,19891020,1989.80188,1630,31.915,64.193,2,200.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,NA,NA,NA,NA,NA
1001300401,19891020,1989.80188,1630,31.915,64.193,2,250.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA
1001400412,19891128,1989.90685,0,31.655,64.114,2,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA
1001400411,19891128,1989.90685,0,31.655,64.114,2,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121,NA,NA,NA,NA,NA
1001400410,19891128,1989.90685,0,31.655,64.114,2,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,NA,NA,NA,NA,NA
1001400409,19891128,1989.90685,0,31.655,64.114,2,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA
1001400408,19891128,1989.90685,0,31.655,64.114,2,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA
1001400407,19891128,1989.90685,0,31.655,64.114,2,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,NA,NA,NA,NA,NA
1001400406,19891128,1989.90685,0,31.655,64.114,2,90.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273,NA,NA,NA,NA,NA
1001400405,19891128,1989.90685,0,31.655,64.114,2,100.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,NA,NA,NA,NA,NA
1001400404,19891128,1989.90685,0,31.655,64.114,2,120.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA,NA
1001400403,19891128,1989.90685,0,31.655,64.114,2,139.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA
1001400402,19891128,1989.90685,0,31.655,64.114,2,175.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA
1001400401,19891128,1989.90685,0,31.655,64.114,2,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA
1001500212,19891219,1989.96695,2230,31.734,64.175,2,2.3,0,0,3,0,7,2,13,0,2,0,0,NA,0,70,6,0.153,NA,0,17,NA,NA
